ID_DRIVER,DATE,DAY,NIGHT
4047,10-01-2008,77,83
4047,11-01-2008,72,88
4047,12-01-2008,77,83
4047,01-01-2009,77,83
4047,02-01-2009,72,88
4047,03-01-2009,81,79
4047,04-01-2009,87,73
4047,05-01-2009,87,73
4047,06-01-2009,84,76
4047,07-01-2009,72,88
4047,08-01-2009,71,89
4047,09-01-2009,90,70
4048,01-01-2008,90,70
4048,02-01-2008,75,85
4048,03-01-2008,84,76
4048,04-01-2008,87,73
4048,05-01-2008,87,73
4048,06-01-2008,76,84
4048,07-01-2008,72,88
4048,08-01-2008,88,72
4048,09-01-2008,79,81
4048,10-01-2008,71,89
4048,11-01-2008,88,72
4048,12-01-2008,72,88
4048,01-01-2009,71,89
4048,02-01-2009,72,88
4048,03-01-2009,74,86
4048,04-01-2009,80,80
4048,05-01-2009,86,74
4048,06-01-2009,73,87
4048,07-01-2009,75,85
4048,08-01-2009,85,75
4048,09-01-2009,88,72
4049,01-01-2008,85,75
4049,02-01-2008,90,70
4049,03-01-2008,87,73
4049,04-01-2008,89,71
4049,05-01-2008,81,79
4049,06-01-2008,73,87
4049,07-01-2008,71,89
4049,08-01-2008,84,76
4049,09-01-2008,71,89
4049,10-01-2008,75,85
4049,11-01-2008,74,86
4049,12-01-2008,88,72
4049,01-01-2009,73,87
4049,02-01-2009,74,86
4049,03-01-2009,82,78
4049,04-01-2009,87,73
4049,05-01-2009,74,86
4049,06-01-2009,85,75
4049,07-01-2009,80,80
4049,08-01-2009,87,73
4049,09-01-2009,83,77
4050,01-01-2008,87,73
4050,02-01-2008,87,73
4050,03-01-2008,85,75
4050,04-01-2008,73,87
4050,05-01-2008,74,86
4050,06-01-2008,82,78
4050,07-01-2008,75,85
4050,08-01-2008,77,83
4050,09-01-2008,72,88
4050,10-01-2008,80,80
4050,11-01-2008,90,70
4050,12-01-2008,85,75
4050,01-01-2009,86,74
4050,02-01-2009,82,78
4050,03-01-2009,72,88
4050,04-01-2009,86,74
4050,05-01-2009,75,85
4050,06-01-2009,83,77
4050,07-01-2009,87,73
4050,08-01-2009,80,80
4050,09-01-2009,82,78
4051,01-01-2008,83,77
4051,02-01-2008,88,72
4051,03-01-2008,73,87
4051,04-01-2008,78,82
4051,05-01-2008,78,82
4051,06-01-2008,90,70
4051,07-01-2008,75,85
4051,08-01-2008,75,85
4051,09-01-2008,72,88
4051,10-01-2008,84,76
4051,11-01-2008,73,87
4051,12-01-2008,87,73
4051,01-01-2009,87,73
4051,02-01-2009,78,82
4051,03-01-2009,73,87
4051,04-01-2009,88,72
4051,05-01-2009,85,75
4051,06-01-2009,71,89
4051,07-01-2009,88,72
4051,08-01-2009,77,83
4051,09-01-2009,73,87
4052,01-01-2008,88,72
4052,02-01-2008,72,88
4052,03-01-2008,72,88
4052,04-01-2008,83,77
4052,05-01-2008,77,83
4052,06-01-2008,84,76
4052,07-01-2008,76,84
4052,08-01-2008,74,86
4052,09-01-2008,78,82
4052,10-01-2008,76,84
4052,11-01-2008,76,84
4052,12-01-2008,84,76
4052,01-01-2009,81,79
4052,02-01-2009,89,71
4052,03-01-2009,84,76
4052,04-01-2009,86,74
4052,05-01-2009,73,87
4052,06-01-2009,81,79
4052,07-01-2009,82,78
4052,08-01-2009,73,87
4052,09-01-2009,79,81
4053,01-01-2008,72,88
4053,02-01-2008,90,70
4053,03-01-2008,79,81
4053,04-01-2008,77,83
4053,05-01-2008,80,80
4053,06-01-2008,82,78
4053,07-01-2008,88,72
4053,08-01-2008,85,75
4053,09-01-2008,73,87
4053,10-01-2008,76,84
4053,11-01-2008,82,78
4053,12-01-2008,81,79
4053,01-01-2009,90,70
4053,02-01-2009,80,80
4053,03-01-2009,83,77
4053,04-01-2009,71,89
4053,05-01-2009,87,73
4053,06-01-2009,86,74
4053,07-01-2009,71,89
4053,08-01-2009,86,74
4053,09-01-2009,83,77
4054,01-01-2008,90,70
4054,02-01-2008,85,75
4054,03-01-2008,73,87
4054,04-01-2008,82,78
4054,05-01-2008,84,76
4054,06-01-2008,87,73
4054,07-01-2008,75,85
4054,08-01-2008,85,75
4054,09-01-2008,89,71
4054,10-01-2008,79,81
4054,11-01-2008,73,87
4054,12-01-2008,84,76
4054,01-01-2009,89,71
4054,02-01-2009,80,80
4054,03-01-2009,88,72
4054,04-01-2009,88,72
4054,05-01-2009,82,78
4054,06-01-2009,73,87
4054,07-01-2009,82,78
4054,08-01-2009,89,71
4054,09-01-2009,72,88
4055,01-01-2008,87,73
4055,02-01-2008,83,77
4055,03-01-2008,81,79
4055,04-01-2008,73,87
4055,05-01-2008,78,82
4055,06-01-2008,78,82
4055,07-01-2008,78,82
4055,08-01-2008,76,84
4055,09-01-2008,89,71
4055,10-01-2008,87,73
4055,11-01-2008,78,82
4055,12-01-2008,79,81
4055,01-01-2009,86,74
4055,02-01-2009,80,80
4055,03-01-2009,72,88
4055,04-01-2009,75,85
4055,05-01-2009,89,71
4055,06-01-2009,75,85
4055,07-01-2009,75,85
4055,08-01-2009,82,78
4055,09-01-2009,87,73
4056,01-01-2008,81,79
4056,02-01-2008,76,84
4056,03-01-2008,89,71
4056,04-01-2008,84,76
4056,05-01-2008,83,77
4056,06-01-2008,75,85
4056,07-01-2008,87,73
4056,08-01-2008,88,72
4056,09-01-2008,77,83
4056,10-01-2008,89,71
4056,11-01-2008,89,71
4056,12-01-2008,90,70
4056,01-01-2009,74,86
4056,02-01-2009,82,78
4056,03-01-2009,90,70
4056,04-01-2009,73,87
4056,05-01-2009,75,85
4056,06-01-2009,84,76
4056,07-01-2009,76,84
4056,08-01-2009,76,84
4056,09-01-2009,78,82
4057,01-01-2008,82,78
4057,02-01-2008,79,81
4057,03-01-2008,73,87
4057,04-01-2008,89,71
4057,05-01-2008,87,73
4057,06-01-2008,88,72
4057,07-01-2008,71,89
4057,08-01-2008,79,81
4057,09-01-2008,83,77
4057,10-01-2008,74,86
4057,11-01-2008,87,73
4057,12-01-2008,89,71
4057,01-01-2009,85,75
4057,02-01-2009,81,79
4057,03-01-2009,77,83
4057,04-01-2009,80,80
4057,05-01-2009,82,78
4057,06-01-2009,75,85
4057,07-01-2009,82,78
4057,08-01-2009,84,76
4057,09-01-2009,86,74
4058,01-01-2008,78,82
4058,02-01-2008,89,71
4058,03-01-2008,83,77
4058,04-01-2008,74,86
4058,05-01-2008,72,88
4058,06-01-2008,81,79
4058,07-01-2008,72,88
4058,08-01-2008,84,76
4058,09-01-2008,86,74
4058,10-01-2008,72,88
4058,11-01-2008,83,77
4058,12-01-2008,71,89
4058,01-01-2009,81,79
4058,02-01-2009,71,89
4058,03-01-2009,79,81
4058,04-01-2009,75,85
4058,05-01-2009,72,88
4058,06-01-2009,79,81
4058,07-01-2009,76,84
4058,08-01-2009,85,75
4058,09-01-2009,75,85
4059,01-01-2008,83,77
4059,02-01-2008,85,75
4059,03-01-2008,80,80
4059,04-01-2008,74,86
4059,05-01-2008,81,79
4059,06-01-2008,82,78
4059,07-01-2008,77,83
4059,08-01-2008,75,85
4059,09-01-2008,90,70
4059,10-01-2008,88,72
4059,11-01-2008,82,78
4059,12-01-2008,80,80
4059,01-01-2009,81,79
4059,02-01-2009,79,81
4059,03-01-2009,73,87
4059,04-01-2009,87,73
4059,05-01-2009,76,84
4059,06-01-2009,75,85
4059,07-01-2009,88,72
4059,08-01-2009,82,78
4059,09-01-2009,76,84
4060,01-01-2008,74,86
4060,02-01-2008,88,72
4060,03-01-2008,72,88
4060,04-01-2008,86,74
4060,05-01-2008,84,76
4060,06-01-2008,90,70
4060,07-01-2008,74,86
4060,08-01-2008,75,85
4060,09-01-2008,84,76
4060,10-01-2008,82,78
4060,11-01-2008,78,82
4060,12-01-2008,79,81
4060,01-01-2009,79,81
4060,02-01-2009,81,79
4060,03-01-2009,85,75
4060,04-01-2009,76,84
4060,05-01-2009,81,79
4060,06-01-2009,74,86
4060,07-01-2009,82,78
4060,08-01-2009,84,76
4060,09-01-2009,75,85
4061,01-01-2008,89,71
4061,02-01-2008,89,71
4061,03-01-2008,82,78
4061,04-01-2008,87,73
4061,05-01-2008,71,89
4061,06-01-2008,79,81
4061,07-01-2008,79,81
4061,08-01-2008,79,81
4061,09-01-2008,81,79
4061,10-01-2008,78,82
4061,11-01-2008,75,85
4061,12-01-2008,85,75
4061,01-01-2009,78,82
4061,02-01-2009,90,70
4061,03-01-2009,80,80
4061,04-01-2009,79,81
4061,05-01-2009,79,81
4061,06-01-2009,77,83
4061,07-01-2009,78,82
4061,08-01-2009,80,80
4061,09-01-2009,82,78
4062,01-01-2008,89,71
4062,02-01-2008,82,78
4062,03-01-2008,75,85
4062,04-01-2008,78,82
4062,05-01-2008,83,77
4062,06-01-2008,87,73
4062,07-01-2008,84,76
4062,08-01-2008,80,80
4062,09-01-2008,72,88
4062,10-01-2008,79,81
4062,11-01-2008,76,84
4062,12-01-2008,78,82
4062,01-01-2009,75,85
4062,02-01-2009,84,76
4062,03-01-2009,76,84
4062,04-01-2009,88,72
4062,05-01-2009,82,78
4062,06-01-2009,72,88
4062,07-01-2009,73,87
4062,08-01-2009,89,71
4062,09-01-2009,89,71
4063,01-01-2008,87,73
4063,02-01-2008,83,77
4063,03-01-2008,79,81
4063,04-01-2008,72,88
4063,05-01-2008,73,87
4063,06-01-2008,77,83
4063,07-01-2008,89,71
4063,08-01-2008,88,72
4063,09-01-2008,87,73
4063,10-01-2008,75,85
4063,11-01-2008,72,88
4063,12-01-2008,84,76
4063,01-01-2009,72,88
4063,02-01-2009,73,87
4063,03-01-2009,83,77
4063,04-01-2009,75,85
4063,05-01-2009,82,78
4063,06-01-2009,79,81
4063,07-01-2009,88,72
4063,08-01-2009,89,71
4063,09-01-2009,73,87
4064,01-01-2008,84,76
4064,02-01-2008,85,75
4064,03-01-2008,90,70
4064,04-01-2008,89,71
4064,05-01-2008,79,81
4064,06-01-2008,78,82
4064,07-01-2008,81,79
4064,08-01-2008,90,70
4064,09-01-2008,83,77
4064,10-01-2008,76,84
4064,11-01-2008,78,82
4064,12-01-2008,72,88
4064,01-01-2009,87,73
4064,02-01-2009,73,87
4064,03-01-2009,77,83
4064,04-01-2009,84,76
4064,05-01-2009,83,77
4064,06-01-2009,82,78
4064,07-01-2009,79,81
4064,08-01-2009,74,86
4064,09-01-2009,90,70
4065,01-01-2008,85,75
4065,02-01-2008,75,85
4065,03-01-2008,76,84
4065,04-01-2008,89,71
4065,05-01-2008,71,89
4065,06-01-2008,82,78
4065,07-01-2008,80,80
4065,08-01-2008,82,78
4065,09-01-2008,73,87
4065,10-01-2008,76,84
4065,11-01-2008,83,77
4065,12-01-2008,86,74
4065,01-01-2009,85,75
4065,02-01-2009,87,73
4065,03-01-2009,80,80
4065,04-01-2009,88,72
4065,05-01-2009,72,88
4065,06-01-2009,71,89
4065,07-01-2009,85,75
4065,08-01-2009,80,80
4065,09-01-2009,71,89
4066,01-01-2008,80,80
4066,02-01-2008,76,84
4066,03-01-2008,78,82
4066,04-01-2008,83,77
4066,05-01-2008,86,74
4066,06-01-2008,89,71
4066,07-01-2008,81,79
4066,08-01-2008,83,77
4066,09-01-2008,89,71
4066,10-01-2008,89,71
4066,11-01-2008,78,82
4066,12-01-2008,84,76
4066,01-01-2009,89,71
4066,02-01-2009,86,74
4066,03-01-2009,75,85
4066,04-01-2009,86,74
4066,05-01-2009,72,88
4066,06-01-2009,86,74
4066,07-01-2009,77,83
4066,08-01-2009,72,88
4066,09-01-2009,85,75
4067,01-01-2008,78,82
4067,02-01-2008,79,81
4067,03-01-2008,80,80
4067,04-01-2008,86,74
4067,05-01-2008,90,70
4067,06-01-2008,90,70
4067,07-01-2008,71,89
4067,08-01-2008,79,81
4067,09-01-2008,71,89
4067,10-01-2008,80,80
4067,11-01-2008,85,75
4067,12-01-2008,84,76
4067,01-01-2009,73,87
4067,02-01-2009,78,82
4067,03-01-2009,72,88
4067,04-01-2009,72,88
4067,05-01-2009,80,80
4067,06-01-2009,86,74
4067,07-01-2009,79,81
4067,08-01-2009,83,77
4067,09-01-2009,90,70
4068,01-01-2008,77,83
4068,02-01-2008,86,74
4068,03-01-2008,82,78
4068,04-01-2008,80,80
4068,05-01-2008,72,88
4068,06-01-2008,74,86
4068,07-01-2008,72,88
4068,08-01-2008,89,71
4068,09-01-2008,76,84
4068,10-01-2008,83,77
4068,11-01-2008,90,70
4068,12-01-2008,86,74
4068,01-01-2009,82,78
4068,02-01-2009,73,87
4068,03-01-2009,84,76
4068,04-01-2009,85,75
4068,05-01-2009,83,77
4068,06-01-2009,81,79
4068,07-01-2009,78,82
4068,08-01-2009,83,77
4068,09-01-2009,80,80
4069,01-01-2008,80,80
4069,02-01-2008,74,86
4069,03-01-2008,89,71
4069,04-01-2008,83,77
4069,05-01-2008,82,78
4069,06-01-2008,89,71
4069,07-01-2008,84,76
4069,08-01-2008,86,74
4069,09-01-2008,75,85
4069,10-01-2008,78,82
4069,11-01-2008,81,79
4069,12-01-2008,76,84
4069,01-01-2009,85,75
4069,02-01-2009,72,88
4069,03-01-2009,79,81
4069,04-01-2009,78,82
4069,05-01-2009,83,77
4069,06-01-2009,74,86
4069,07-01-2009,90,70
4069,08-01-2009,75,85
4069,09-01-2009,89,71
4070,01-01-2008,86,74
4070,02-01-2008,84,76
4070,03-01-2008,71,89
4070,04-01-2008,84,76
4070,05-01-2008,90,70
4070,06-01-2008,81,79
4070,07-01-2008,74,86
4070,08-01-2008,71,89
4070,09-01-2008,87,73
4070,10-01-2008,71,89
4070,11-01-2008,81,79
4070,12-01-2008,84,76
4070,01-01-2009,87,73
4070,02-01-2009,75,85
4070,03-01-2009,87,73
4070,04-01-2009,76,84
4070,05-01-2009,86,74
4070,06-01-2009,88,72
4070,07-01-2009,73,87
4070,08-01-2009,71,89
4070,09-01-2009,88,72
4071,01-01-2008,71,89
4071,02-01-2008,76,84
4071,03-01-2008,81,79
4071,04-01-2008,89,71
4071,05-01-2008,79,81
4071,06-01-2008,89,71
4071,07-01-2008,79,81
4071,08-01-2008,75,85
4071,09-01-2008,73,87
4071,10-01-2008,84,76
4071,11-01-2008,86,74
4071,12-01-2008,78,82
4071,01-01-2009,83,77
4071,02-01-2009,73,87
4071,03-01-2009,79,81
4071,04-01-2009,85,75
4071,05-01-2009,75,85
4071,06-01-2009,88,72
4071,07-01-2009,81,79
4071,08-01-2009,90,70
4071,09-01-2009,86,74
4072,01-01-2008,86,74
4072,02-01-2008,80,80
4072,03-01-2008,76,84
4072,04-01-2008,74,86
4072,05-01-2008,84,76
4072,06-01-2008,83,77
4072,07-01-2008,90,70
4072,08-01-2008,76,84
4072,09-01-2008,73,87
4072,10-01-2008,87,73
4072,11-01-2008,80,80
4072,12-01-2008,90,70
4072,01-01-2009,83,77
4072,02-01-2009,77,83
4072,03-01-2009,90,70
4072,04-01-2009,78,82
4072,05-01-2009,89,71
4072,06-01-2009,77,83
4072,07-01-2009,81,79
4072,08-01-2009,77,83
4072,09-01-2009,71,89
4073,01-01-2008,80,80
4073,02-01-2008,89,71
4073,03-01-2008,89,71
4073,04-01-2008,81,79
4073,05-01-2008,82,78
4073,06-01-2008,90,70
4073,07-01-2008,84,76
4073,08-01-2008,85,75
4073,09-01-2008,71,89
4073,10-01-2008,90,70
4073,11-01-2008,84,76
4073,12-01-2008,87,73
4073,01-01-2009,82,78
4073,02-01-2009,82,78
4073,03-01-2009,75,85
4073,04-01-2009,86,74
4073,05-01-2009,75,85
4073,06-01-2009,77,83
4073,07-01-2009,89,71
4073,08-01-2009,79,81
4073,09-01-2009,85,75
4074,01-01-2008,72,88
4074,02-01-2008,71,89
4074,03-01-2008,88,72
4074,04-01-2008,73,87
4074,05-01-2008,73,87
4074,06-01-2008,89,71
4074,07-01-2008,78,82
4074,08-01-2008,87,73
4074,09-01-2008,81,79
4074,10-01-2008,78,82
4074,11-01-2008,85,75
4074,12-01-2008,74,86
4074,01-01-2009,73,87
4074,02-01-2009,89,71
4074,03-01-2009,73,87
4074,04-01-2009,72,88
4074,05-01-2009,72,88
4074,06-01-2009,75,85
4074,07-01-2009,73,87
4074,08-01-2009,80,80
4074,09-01-2009,71,89
4075,01-01-2008,72,88
4075,02-01-2008,86,74
4075,03-01-2008,86,74
4075,04-01-2008,72,88
4075,05-01-2008,75,85
4075,06-01-2008,75,85
4075,07-01-2008,80,80
4075,08-01-2008,74,86
4075,09-01-2008,75,85
4075,10-01-2008,76,84
4075,11-01-2008,80,80
4075,12-01-2008,74,86
4075,01-01-2009,73,87
4075,02-01-2009,72,88
4075,03-01-2009,79,81
4075,04-01-2009,76,84
4075,05-01-2009,80,80
4075,06-01-2009,79,81
4075,07-01-2009,86,74
4075,08-01-2009,85,75
4075,09-01-2009,86,74
4076,01-01-2008,85,75
4076,02-01-2008,76,84
4076,03-01-2008,81,79
4076,04-01-2008,87,73
4076,05-01-2008,84,76
4076,06-01-2008,84,76
4076,07-01-2008,78,82
4076,08-01-2008,74,86
4076,09-01-2008,74,86
4076,10-01-2008,73,87
4076,11-01-2008,85,75
4076,12-01-2008,72,88
4076,01-01-2009,75,85
4076,02-01-2009,89,71
4076,03-01-2009,80,80
4076,04-01-2009,86,74
4076,05-01-2009,75,85
4076,06-01-2009,82,78
4076,07-01-2009,88,72
4076,08-01-2009,89,71
4076,09-01-2009,79,81
4077,01-01-2008,78,82
4077,02-01-2008,86,74
4077,03-01-2008,77,83
4077,04-01-2008,81,79
4077,05-01-2008,89,71
4077,06-01-2008,76,84
4077,07-01-2008,79,81
4077,08-01-2008,82,78
4077,09-01-2008,71,89
4077,10-01-2008,77,83
4077,11-01-2008,71,89
4077,12-01-2008,88,72
4077,01-01-2009,87,73
4077,02-01-2009,78,82
4077,03-01-2009,72,88
4077,04-01-2009,83,77
4077,05-01-2009,85,75
4077,06-01-2009,74,86
4077,07-01-2009,89,71
4077,08-01-2009,89,71
4077,09-01-2009,81,79
4078,01-01-2008,87,73
4078,02-01-2008,71,89
4078,03-01-2008,83,77
4078,04-01-2008,86,74
4078,05-01-2008,72,88
4078,06-01-2008,89,71
4078,07-01-2008,89,71
4078,08-01-2008,88,72
4078,09-01-2008,84,76
4078,10-01-2008,83,77
4078,11-01-2008,80,80
4078,12-01-2008,84,76
4078,01-01-2009,77,83
4078,02-01-2009,73,87
4078,03-01-2009,76,84
4078,04-01-2009,80,80
4078,05-01-2009,89,71
4078,06-01-2009,84,76
4078,07-01-2009,83,77
4078,08-01-2009,84,76
4078,09-01-2009,90,70
4079,01-01-2008,77,83
4079,02-01-2008,86,74
4079,03-01-2008,83,77
4079,04-01-2008,89,71
4079,05-01-2008,88,72
4079,06-01-2008,86,74
4079,07-01-2008,76,84
4079,08-01-2008,87,73
4079,09-01-2008,78,82
4079,10-01-2008,76,84
4079,11-01-2008,74,86
4079,12-01-2008,78,82
4079,01-01-2009,88,72
4079,02-01-2009,77,83
4079,03-01-2009,86,74
4079,04-01-2009,86,74
4079,05-01-2009,77,83
4079,06-01-2009,72,88
4079,07-01-2009,82,78
4079,08-01-2009,81,79
4079,09-01-2009,72,88
4080,01-01-2008,82,78
4080,02-01-2008,86,74
4080,03-01-2008,86,74
4080,04-01-2008,87,73
4080,05-01-2008,79,81
4080,06-01-2008,73,87
4080,07-01-2008,88,72
4080,08-01-2008,80,80
4080,09-01-2008,82,78
4080,10-01-2008,71,89
4080,11-01-2008,80,80
4080,12-01-2008,72,88
4080,01-01-2009,72,88
4080,02-01-2009,72,88
4080,03-01-2009,80,80
4080,04-01-2009,87,73
4080,05-01-2009,88,72
4080,06-01-2009,73,87
4080,07-01-2009,75,85
4080,08-01-2009,81,79
4080,09-01-2009,72,88
4081,01-01-2008,75,85
4081,02-01-2008,76,84
4081,03-01-2008,73,87
4081,04-01-2008,81,79
4081,05-01-2008,90,70
4081,06-01-2008,75,85
4081,07-01-2008,90,70
4081,08-01-2008,79,81
4081,09-01-2008,80,80
4081,10-01-2008,82,78
4081,11-01-2008,72,88
4081,12-01-2008,73,87
4081,01-01-2009,73,87
4081,02-01-2009,75,85
4081,03-01-2009,71,89
4081,04-01-2009,89,71
4081,05-01-2009,89,71
4081,06-01-2009,80,80
4081,07-01-2009,86,74
4081,08-01-2009,88,72
4081,09-01-2009,71,89
4082,01-01-2008,75,85
4082,02-01-2008,77,83
4082,03-01-2008,89,71
4082,04-01-2008,90,70
4082,05-01-2008,85,75
4082,06-01-2008,71,89
4082,07-01-2008,90,70
4082,08-01-2008,90,70
4082,09-01-2008,88,72
4082,10-01-2008,87,73
4082,11-01-2008,84,76
4082,12-01-2008,75,85
4082,01-01-2009,72,88
4082,02-01-2009,80,80
4082,03-01-2009,79,81
4082,04-01-2009,85,75
4082,05-01-2009,84,76
4082,06-01-2009,87,73
4082,07-01-2009,89,71
4082,08-01-2009,88,72
4082,09-01-2009,88,72
4083,01-01-2008,78,82
4083,02-01-2008,82,78
4083,03-01-2008,71,89
4083,04-01-2008,79,81
4083,05-01-2008,88,72
4083,06-01-2008,77,83
4083,07-01-2008,76,84
4083,08-01-2008,77,83
4083,09-01-2008,84,76
4083,10-01-2008,79,81
4083,11-01-2008,78,82
4083,12-01-2008,84,76
4083,01-01-2009,76,84
4083,02-01-2009,90,70
4083,03-01-2009,74,86
4083,04-01-2009,80,80
4083,05-01-2009,81,79
4083,06-01-2009,78,82
4083,07-01-2009,90,70
4083,08-01-2009,80,80
4083,09-01-2009,76,84
4084,01-01-2008,78,82
4084,02-01-2008,79,81
4084,03-01-2008,71,89
4084,04-01-2008,81,79
4084,05-01-2008,88,72
4084,06-01-2008,77,83
4084,07-01-2008,83,77
4084,08-01-2008,83,77
4084,09-01-2008,76,84
4084,10-01-2008,80,80
4084,11-01-2008,87,73
4084,12-01-2008,83,77
4084,01-01-2009,86,74
4084,02-01-2009,82,78
4084,03-01-2009,87,73
4084,04-01-2009,75,85
4084,05-01-2009,74,86
4084,06-01-2009,80,80
4084,07-01-2009,89,71
4084,08-01-2009,89,71
4084,09-01-2009,77,83
4085,01-01-2008,87,73
4085,02-01-2008,76,84
4085,03-01-2008,84,76
4085,04-01-2008,74,86
4085,05-01-2008,85,75
4085,06-01-2008,75,85
4085,07-01-2008,81,79
4085,08-01-2008,71,89
4085,09-01-2008,71,89
4085,10-01-2008,90,70
4085,11-01-2008,72,88
4085,12-01-2008,85,75
4085,01-01-2009,79,81
4085,02-01-2009,88,72
4085,03-01-2009,87,73
4085,04-01-2009,82,78
4085,05-01-2009,74,86
4085,06-01-2009,81,79
4085,07-01-2009,89,71
4085,08-01-2009,74,86
4085,09-01-2009,71,89
4086,01-01-2008,76,84
4086,02-01-2008,82,78
4086,03-01-2008,75,85
4086,04-01-2008,72,88
4086,05-01-2008,88,72
4086,06-01-2008,90,70
4086,07-01-2008,82,78
4086,08-01-2008,73,87
4086,09-01-2008,79,81
4086,10-01-2008,74,86
4086,11-01-2008,78,82
4086,12-01-2008,74,86
4086,01-01-2009,81,79
4086,02-01-2009,80,80
4086,03-01-2009,86,74
4086,04-01-2009,74,86
4086,05-01-2009,89,71
4086,06-01-2009,87,73
4086,07-01-2009,82,78
4086,08-01-2009,72,88
4086,09-01-2009,82,78
4087,01-01-2008,78,82
4087,02-01-2008,81,79
4087,03-01-2008,86,74
4087,04-01-2008,71,89
4087,05-01-2008,86,74
4087,06-01-2008,85,75
4087,07-01-2008,73,87
4087,08-01-2008,83,77
4087,09-01-2008,87,73
4087,10-01-2008,76,84
4087,11-01-2008,84,76
4087,12-01-2008,86,74
4087,01-01-2009,71,89
4087,02-01-2009,81,79
4087,03-01-2009,78,82
4087,04-01-2009,81,79
4087,05-01-2009,74,86
4087,06-01-2009,77,83
4087,07-01-2009,72,88
4087,08-01-2009,84,76
4087,09-01-2009,83,77
4088,01-01-2008,72,88
4088,02-01-2008,79,81
4088,03-01-2008,75,85
4088,04-01-2008,88,72
4088,05-01-2008,80,80
4088,06-01-2008,79,81
4088,07-01-2008,82,78
4088,08-01-2008,72,88
4088,09-01-2008,78,82
4088,10-01-2008,73,87
4088,11-01-2008,81,79
4088,12-01-2008,83,77
4088,01-01-2009,76,84
4088,02-01-2009,79,81
4088,03-01-2009,71,89
4088,04-01-2009,76,84
4088,05-01-2009,72,88
4088,06-01-2009,78,82
4088,07-01-2009,78,82
4088,08-01-2009,73,87
4088,09-01-2009,80,80
4089,01-01-2008,90,70
4089,02-01-2008,85,75
4089,03-01-2008,83,77
4089,04-01-2008,85,75
4089,05-01-2008,78,82
4089,06-01-2008,75,85
4089,07-01-2008,87,73
4089,08-01-2008,82,78
4089,09-01-2008,73,87
4089,10-01-2008,71,89
4089,11-01-2008,80,80
4089,12-01-2008,88,72
4089,01-01-2009,71,89
4089,02-01-2009,84,76
4089,03-01-2009,90,70
4089,04-01-2009,73,87
4089,05-01-2009,80,80
4089,06-01-2009,78,82
4089,07-01-2009,77,83
4089,08-01-2009,76,84
4089,09-01-2009,77,83
4090,01-01-2008,80,80
4090,02-01-2008,85,75
4090,03-01-2008,75,85
4090,04-01-2008,87,73
4090,05-01-2008,77,83
4090,06-01-2008,84,76
4090,07-01-2008,85,75
4090,08-01-2008,85,75
4090,09-01-2008,71,89
4090,10-01-2008,77,83
4090,11-01-2008,77,83
4090,12-01-2008,85,75
4090,01-01-2009,79,81
4090,02-01-2009,71,89
4090,03-01-2009,84,76
4090,04-01-2009,72,88
4090,05-01-2009,73,87
4090,06-01-2009,77,83
4090,07-01-2009,71,89
4090,08-01-2009,89,71
4090,09-01-2009,71,89
4091,01-01-2008,77,83
4091,02-01-2008,72,88
4091,03-01-2008,90,70
4091,04-01-2008,83,77
4091,05-01-2008,84,76
4091,06-01-2008,74,86
4091,07-01-2008,77,83
4091,08-01-2008,86,74
4091,09-01-2008,86,74
4091,10-01-2008,79,81
4091,11-01-2008,79,81
4091,12-01-2008,83,77
4091,01-01-2009,74,86
4091,02-01-2009,88,72
4091,03-01-2009,75,85
4091,04-01-2009,72,88
4091,05-01-2009,80,80
4091,06-01-2009,73,87
4091,07-01-2009,74,86
4091,08-01-2009,85,75
4091,09-01-2009,82,78
4092,01-01-2008,87,73
4092,02-01-2008,81,79
4092,03-01-2008,82,78
4092,04-01-2008,79,81
4092,05-01-2008,77,83
4092,06-01-2008,82,78
4092,07-01-2008,86,74
4092,08-01-2008,78,82
4092,09-01-2008,82,78
4092,10-01-2008,79,81
4092,11-01-2008,76,84
4092,12-01-2008,90,70
4092,01-01-2009,87,73
4092,02-01-2009,89,71
4092,03-01-2009,75,85
4092,04-01-2009,78,82
4092,05-01-2009,79,81
4092,06-01-2009,79,81
4092,07-01-2009,82,78
4092,08-01-2009,90,70
4092,09-01-2009,74,86
4093,01-01-2008,71,89
4093,02-01-2008,82,78
4093,03-01-2008,74,86
4093,04-01-2008,90,70
4093,05-01-2008,84,76
4093,06-01-2008,82,78
4093,07-01-2008,82,78
4093,08-01-2008,83,77
4093,09-01-2008,83,77
4093,10-01-2008,88,72
4093,11-01-2008,83,77
4093,12-01-2008,90,70
4093,01-01-2009,89,71
4093,02-01-2009,75,85
4093,03-01-2009,77,83
4093,04-01-2009,77,83
4093,05-01-2009,89,71
4093,06-01-2009,76,84
4093,07-01-2009,79,81
4093,08-01-2009,88,72
4093,09-01-2009,71,89
4094,01-01-2008,85,75
4094,02-01-2008,79,81
4094,03-01-2008,77,83
4094,04-01-2008,72,88
4094,05-01-2008,71,89
4094,06-01-2008,72,88
4094,07-01-2008,89,71
4094,08-01-2008,88,72
4094,09-01-2008,83,77
4094,10-01-2008,85,75
4094,11-01-2008,77,83
4094,12-01-2008,75,85
4094,01-01-2009,84,76
4094,02-01-2009,83,77
4094,03-01-2009,90,70
4094,04-01-2009,74,86
4094,05-01-2009,84,76
4094,06-01-2009,73,87
4094,07-01-2009,78,82
4094,08-01-2009,77,83
